"organism","populationSize","mutationProbability","crossoverProbability","Fold","GMean","Best GMean AGMO","ratioReduction"
"fly","100","0.2","0.5","0","0.0","0.0","1.0"
"fly","100","0.2","0.5","1","0.0","0.0","1.0"
"fly","100","0.2","0.5","2","0.0","0.0","1.0"
"fly","100","0.2","0.5","3","0.0","0.0","1.0"
"fly","100","0.2","0.5","4","0.0","0.0","1.0"
"fly","100","0.2","0.5","5","0.0","0.0","1.0"
"fly","100","0.2","0.5","6","0.0","0.0","1.0"
"fly","100","0.2","0.5","7","0.0","0.0","1.0"
"fly","100","0.2","0.5","8","0.0","0.0","1.0"
"fly","100","0.2","0.5","9","0.0","0.0","1.0"
"mouse","100","0.2","0.9","0","0.0","44.72","0.9387755102040817"
"mouse","100","0.2","0.9","1","0.0","0.0","0.9591836734693877"
"mouse","100","0.2","0.9","2","0.0","0.0","0.9387755102040817"
"mouse","100","0.2","0.9","3","0.0","0.0","0.9387755102040817"
"mouse","100","0.2","0.9","4","0.0","0.0","0.9387755102040817"
"mouse","100","0.2","0.9","5","0.0","44.72","0.9183673469387755"
"mouse","100","0.2","0.9","6","0.0","0.0","0.9591836734693877"
"mouse","100","0.2","0.9","7","0.0","0.0","0.9387755102040817"
"mouse","100","0.2","0.9","8","0.0","0.0","0.9387755102040817"
"mouse","100","0.2","0.9","9","0.0","0.0","0.9591836734693877"
"worm","100","0.2","0.9","0","31.35","50.449999999999996","0.7333333333333333"
"worm","100","0.2","0.9","1","17.62","43.480000000000004","0.5555555555555556"
"worm","100","0.2","0.9","2","53.339999999999996","47.63","0.7555555555555555"
"worm","100","0.2","0.9","3","0.0","48.089999999999996","0.7555555555555555"
"worm","100","0.2","0.9","4","18.740000000000002","39.629999999999995","0.7666666666666667"
"worm","100","0.2","0.9","5","18.9","34.64","0.8333333333333334"
"worm","100","0.2","0.9","6","18.27","39.629999999999995","0.8222222222222222"
"worm","100","0.2","0.9","7","31.919999999999998","44.31","0.6888888888888889"
"worm","100","0.2","0.9","8","0.0","43.03","0.8111111111111111"
"worm","100","0.2","0.9","9","35.86","43.85","0.6666666666666666"
"yeast","100","0.2","0.5","0","0.0","0.0","0.7851851851851852"
"yeast","100","0.2","0.5","1","0.0","0.0","0.7851851851851852"
"yeast","100","0.2","0.5","2","0.0","0.0","0.7851851851851852"
"yeast","100","0.2","0.5","3","0.0","0.0","0.7925925925925926"
"yeast","100","0.2","0.5","4","0.0","49.68","0.7703703703703704"
"yeast","100","0.2","0.5","5","0.0","0.0","0.7851851851851852"
"yeast","100","0.2","0.5","6","0.0","49.68","0.7703703703703704"
"yeast","100","0.2","0.5","7","0.0","0.0","0.7851851851851852"
"yeast","100","0.2","0.5","8","0.0","0.0","0.7777777777777778"
"yeast","100","0.2","0.5","9","0.0","0.0","0.7851851851851852"
